workshop.number,noc,participant.id,trend.1,effect.1,trend.2,effect.2,trend.3,effect.3,trend.4,effect.4,trend.5,effect.5,absolute,share,comfort,missing.q,add.notes
5,Furniture and fixture assemblers and inspectors,19,1,down,automatization,down,change of taste,up,,,,,more,decrease,10,no,
5,Industrial and manufacturing engineers,19,1,up,2,up,5,up,13,up,28,up,more,increase,10,no,
5,Instructors of persons with disabilities,19,2,up,15,up,17,up,,,,,same,remain constant,9,no,
5,"Labourers in food, beverage and associated products processing",19,automatization,down,,,,,,,,,fewer,decrease,10,no,
5,Light duty cleaners,19,increasing needs but job is unattractive,down,,,,,,,,,more,remain constant,10,no,
5,Medical administrative assistants,19,automation of the intake process,down,,,,,,,,,fewer,decrease,10,no,
5,"Operators and attendants in amusement, recreation and sport",19,2,up,22,up,11,up,29,up,28,up,more,remain constant,10,no,
5,Plastics processing machine operators,19,"automatization, integrated production chain",down,1,down,5,down,environmental norms,down,,,same,decrease,10,no,
5,"Senior managers - financial, communications and other business services",19,13,up,,,,,,,,,same,remain constant,10,no,
5,Shippers and receivers,19,automatization,down,robotics,down,5,down,,,,,fewer,decrease,10,no,
5,"Store shelf stockers, clerks and order fillers",19,online shopping,up,"change in tasks, new processes",down,,,,,,,same,remain constant,5,no,e-commerce = 6?
5,"Supervisors, petroleum, gas and chemical processing and utilities",19,1,down,15,up,22,up,electricity exportation,up,18,down,more,remain constant,10,no,
5,Underground production and development miners,19,2,down,1,down,18,down,21,down,technological development,down,more,decrease,10,no,
5,Delivery and courier service drivers,19,22,up,increased shipping,up,,,,,,,more,increase,10,no,
