workshop.number,noc,participant.id,trend.1,effect.1,trend.2,effect.2,trend.3,effect.3,trend.4,effect.4,trend.5,effect.5,absolute,share,comfort,missing.q,add.notes
3,"Operators and attendants in amusement, recreation and sport",13,2,up,3,up,4,up,13,up,15,up,more,increase,6,no,
3,Plastics processing machine operators,13,18,down,26,down,28,down,5,down,27,down,fewer,decrease,5,no,
3,"Senior managers - financial, communications and other business services",13,15,up,13,up,24,up,13,up,11,up,more,remain constant,7,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",13,1,down,2,down,5,up,18,up,21,up,same,increase,7,no,
3,Underground production and development miners,13,1,down,2,down,18,up,24,up,,,same,remain constant,6,no,
3,"Air pilots, flight engineers and flying instructors",14,1,up,2 + training,up,18,up,15,up,,,more,increase,5,no,
3,Air transport ramp attendants,14,1,up,18,up,23,up,2,up,9,up,fewer,decrease,5,no,
3,Airline ticket and service agents,14,1,up,23,up,25,up,28,up,3,up,fewer,decrease,5,no,
3,Carpenters,14,29,up,5,up,21,up,28,up,11,up,more,increase,7,no,
3,Computer network technicians,14,1,up,14,up,17,up,28,up,3,up,more,increase,6,no,
3,Correctional service officers,14,9,up,24,up,15,up,7,up,1,up,same,remain constant,5,no,
3,Court clerks,14,1,none,15,none,,,,,,,fewer,decrease,5,no,difficult occupation as mentally taxing
3,Electrical mechanics,14,15,up,28,up,5,up,17,up,18,up,more,increase,8,no,
3,Financial managers,14,1,up,3,up,15,up,9,up,13,up,fewer,decrease,6,no,
3,Forestry technologists and technicians,14,19,up,21,down,24,up,11,up,21,up,more,increase,6,no,
3,Furniture and fixture assemblers and inspectors,14,5,up,18,down,11,up,29,up,15,up,more,increase,5,no,
3,Industrial and manufacturing engineers,14,5,up,15,up,1,up,28,up,12,up,same,remain constant,6,no,
3,Instructors of persons with disabilities,14,1,up,18,up,29,up,30,up,8,up,fewer,decrease,6,no,
3,"Labourers in food, beverage and associated products processing",14,5,up,9,up,37,up,18 - climate change,up,1,up,fewer,decrease,5,no,
3,Medical administrative assistants,14,1,up,7,up,15,up,25,up,10,up,same,remain constant,6,no,
3,"Operators and attendants in amusement, recreation and sport",14,28,up,4,up,1,up,15,up,26,up,fewer,decrease,6,no,Additional trend: 23 but no arrow
3,Plastics processing machine operators,14,1,up,15,up,28,up,5,up,17,up,fewer,decrease,5,no,
3,"Senior managers - financial, communications and other business services",14,13,up,28,up,15,up,24,down,4,up,more,increase,6,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",14,15,up,18,up,13,up,1,up,8,up,fewer,decrease,5,no,
3,Underground production and development miners,14,1,up,18,up,24,up,28,up,15,up,more,increase,6,no,
3,"Air pilots, flight engineers and flying instructors",15,Automation,down,1,down,Drones for product delivery,up,19,down,2 decreasing + need for travel,down,fewer,remain constant,6,no,
3,Air transport ramp attendants,15,1,down,automation,down,slow change,up,,,,,same,remain constant,7,no,
3,Airline ticket and service agents,15,1,down,attend to social emotional side of travel,up,decreased use of fossil fuels,down,21,up,,,fewer,decrease,6,no,
3,Carpenters,15,24,up,5,up,Cheaper building material,up,Need to increase housing,up,Affordable housing,up,more,increase,9,no,
3,Computer network technicians,15,SAS - Consolidated Computing,down,Increase in data,up,1,up,More reliability in networks,down,Fewer networks,down,fewer,decrease,9,no,
3,Correctional service officers,15,Community/Restorative Justice and First Nations Justice,down,26,down,23,down,,,,,fewer,decrease,7,no,
3,Court clerks,15,process optimization skills,up,increased generative justice,down,first nations justice systems,down,,,,,same,decrease,4,no,
3,Electrical mechanics,15,End of combustion engine,up,Dispensable equipment,down,Utilities energy storage increases,up,More formal education needed,down,,,more,increase,8,no,
3,Financial managers,15,increase individualization,up,26,down,need to adjust to complex contexts,up,declining number of pensions scheme,up,,,more,remain constant,7,no,
3,Forestry technologists and technicians,15,Satelite Capabilities grow,down,Fewer plastics in society,up,11,down,19,up,GMO trees for faster growing on farms,up,fewer,remain constant,3,no,
3,Furniture and fixture assemblers and inspectors,15,desire for customization,up,automation,down,29,up,,,,,more,increase,5,no,
3,Industrial and manufacturing engineers,15,1,up,Fewer people in processes,up,Need to incorporate complex human systems knowledge,up,5,down,,,same,increase,4,no,
3,Instructors of persons with disabilities,15,1,down,8,down,better understanding of different abled people,up,,,,,same,remain constant,3,no,
3,"Labourers in food, beverage and associated products processing",15,increased automation,down,1,none,,,,,,,fewer,decrease,7,no,
3,Medical administrative assistants,15,1,down,7,down,9,up,,,,,fewer,decrease,8,no,
3,"Operators and attendants in amusement, recreation and sport",15,9,up,4,up,People need human experiences,up,23,up,1,down,more,remain constant,7,no,
3,Plastics processing machine operators,15,Decrease in petroleum products,down,5,up,Automation,down,,,,,fewer,decrease,3,no,
3,"Senior managers - financial, communications and other business services",15,13 job sharing,up,16,up,24,up,entreprenuership creating more copanies,up,,,more,remain constant,7,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",15,Increased Remote Operations,up,1,up,,,,,,,more,remain constant,8,no,
3,Underground production and development miners,15,1,down,remote operation,down,Better sensor/monitoring equipment,down,18,up,,,fewer,decrease,8,no,
3,"Air pilots, flight engineers and flying instructors",16,Demographic pressure + growth,up,,,,,,,,,more,increase,,no,No answer to question 4
3,Air transport ramp attendants,16,demographic pressure and resulting demand,up,,,,,,,,,more,increase,9,no,
3,Airline ticket and service agents,16,digitalization,down,13,up,15,up,general sectoral growth,up,,,more,increase,7,no,
3,Carpenters,16,Demographics,up,22,up,,,,,,,more,increase,9,no,
3,Computer network technicians,16,2,none,3,none,1,none,5,none,21 + Emerging,none,more,increase,9,no,
3,Correctional service officers,16,With step with modest demogrpahic growth,up,,,,,,,,,more,increase,7,no,
3,Court clerks,16,7,down,2,down,11,down,3 - identity,down,25,down,fewer,decrease,8,no,
3,Electrical mechanics,16,21,up,28,up,15,up,18,up,17,up,more,increase,10,no,
3,Financial managers,16,28,up,26,up,2,up,16,up,3,up,more,increase,8,no,
3,Forestry technologists and technicians,16,21,up,2,up,19,up,18,up,5,up,same,remain constant,9,no,
3,Furniture and fixture assemblers and inspectors,16,already law,up,13,up,29,up,26,up,18,up,same,remain constant,6,no,
3,Industrial and manufacturing engineers,16,1,up,8,up,5,up,3,up,28,up,same,remain constant,6,no,
3,Instructors of persons with disabilities,16,13,up,17,up,15,up,2,up,24,up,more,increase,8,no,
3,"Labourers in food, beverage and associated products processing",16,more food,up,18,up,23,up,,,,,more,increase,9,no,
3,Medical administrative assistants,16,3,down,29,down,23,down,8,down,ageing population,up,same,decrease,6,no,
3,"Operators and attendants in amusement, recreation and sport",16,16,up,15,up,14,up,2,up,22,up,more,increase,8,no,
3,Plastics processing machine operators,16,5,up,26,up,18,up,,,,,more,increase,8,no,
3,"Senior managers - financial, communications and other business services",16,28,up,23,up,26,up,16,up,13,up,more,increase,6,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",16,Recycling,up,Greater demand,up,18,up,29,up,,,more,increase,8,no,
3,Underground production and development miners,16,2,down,18,down,26,down,,,,,fewer,decrease,9,no,
3,"Air pilots, flight engineers and flying instructors",17,1,down,2,down,Global travel growth,up,16,up,,,same,remain constant,9,no,
3,Air transport ramp attendants,17,robotics / autonomous driving,down,1,down,global travel growth,up,2,none,,,fewer,decrease,8,no,
3,Airline ticket and service agents,17,1,down,global travel growth,up,4,up,13,up,9,up,fewer,decrease,9,no,
3,Carpenters,17,11,up,4,up,22,up,13,up,,,same,remain constant,8,no,
3,Computer network technicians,17,1,down,11,down,25,up,27,up,Crypto Crime,up,more,remain constant,7,no,
3,Correctional service officers,17,23,up,31,down,,,,,,,same,remain constant,7,no,
3,Court clerks,17,1,down,3,down,25,down,mushrooming regulation,up,26,up,fewer,decrease,8,no,
3,Electrical mechanics,17,1,up,18,up,21,up,29,up,Electrification of transport,up,more,increase,8,no,
3,Financial managers,17,1,down,3,down,fintech evolution,down,financial regulation,up,26,none,fewer,decrease,8,no,
3,Forestry technologists and technicians,17,1,up,18,up,19,up,21,up,27,up,same,remain constant,9,no,
3,Furniture and fixture assemblers and inspectors,17,robotics / automation,down,1,down,,,,,,,fewer,decrease,7,no,
3,Industrial and manufacturing engineers,17,1,up,2,up,18,up,21,up,29,up,same,remain constant,8,no,
3,Instructors of persons with disabilities,17,robotics,down,1,up,2,down,14,up,11,down,more,increase,7,no,
3,"Labourers in food, beverage and associated products processing",17,robotics,down,1,down,11,down,,,,,fewer,decrease,8,no,
3,Medical administrative assistants,17,1,down,2,down,3,down,25,up,26,up,fewer,decrease,9,no,
3,"Operators and attendants in amusement, recreation and sport",17,2,up,4,up,11,up,14,up,,,more,increase,8,no,
3,Plastics processing machine operators,17,1,down,5,up,18,down,21,down,11,down,fewer,decrease,8,no,
3,"Senior managers - financial, communications and other business services",17,4,up,shareholder / capitalism democritization,down,13,up,23,down,28,down,same,remain constant,7,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",17,1,up,2,up,Environmental pressures,up,Emerging CleanTech,down,29,none,more,increase,7,no,
3,Underground production and development miners,17,1,down,2,down,11,down,18,down,,,fewer,decrease,9,no,
3,"Air pilots, flight engineers and flying instructors",18,Drones,up,,,,,,,,,more,increase,9,no,
3,Air transport ramp attendants,18,1,down,increasing automation mechanicization,down,increasing air travel,up,,,,,more,remain constant,7,no,
3,Airline ticket and service agents,18,1,down,robotic process automation,down,,,,,,,fewer,decrease,8,no,
3,Carpenters,18,18,up,22,up,End of housing boom,down,,,,,more,decrease,6,no,
3,Computer network technicians,18,1,down,2,up,7,up,12,up,,,more,decrease,6,no,
3,Correctional service officers,18,Declining crime rates,down,23,up,,,,,,,same,decrease,6,no,
3,Court clerks,18,1,down,,,,,,,,,more,decrease,5,no,
3,Electrical mechanics,18,Electric vehicles,up,21,up,,,,,,,more,increase,9,no,
3,Financial managers,18,1,down,3,down,23,none,,,,,fewer,decrease,7,no,
3,Forestry technologists and technicians,18,1,down,2,down,13,down,18,down,21,up,fewer,decrease,6,no,"Additional trend: 27, arrow down"
3,Furniture and fixture assemblers and inspectors,18,1,down,robotics,down,5,down,2,down,,,fewer,decrease,7,no,
3,Industrial and manufacturing engineers,18,1,up,2,up,5,up,8,up,12,up,more,increase,8,no,
3,Instructors of persons with disabilities,18,2,up,1,down,8,up,,,,,same,remain constant,6,no,
3,"Labourers in food, beverage and associated products processing",18,robotic process automation,down,,,,,,,,,fewer,decrease,7,no,
3,Medical administrative assistants,18,1,down,non ai digital automation,down,,,,,,,fewer,decrease,8,no,
3,"Operators and attendants in amusement, recreation and sport",18,1,down,2,down,16,up,4,up,,,fewer,decrease,6,no,
3,Plastics processing machine operators,18,Rotobic process automation,down,27,up,5,up,21,up,,,same,remain constant,6,no,
3,"Senior managers - financial, communications and other business services",18,28,up,,,,,,,,,more,decrease,7,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",18,1,down,21,up,Higher environmental standards,up,,,,,more,remain constant,6,no,
3,Underground production and development miners,18,1,down,non-ai digital automation,down,8,down,18,up,21,up,fewer,decrease,8,no,
3,"Air pilots, flight engineers and flying instructors",19,1,down,6,up,Safety requirements/stricter regulations,up,Online purchasing/digital image,up,23,up,more,increase,8,no,
3,Air transport ramp attendants,19,1,down,23,up,don't see ai replacing such roles in 10 years,up,more online shopping / globalization,up,,,same,remain constant,9,no,
3,Airline ticket and service agents,19,23,up,more air transport with globalization,up,1,down,,,,,same,remain constant,7,no,
3,Carpenters,19,Growing population,up,28,up,Lack of AI to replace (at this time),up,18,down,23,down,same,remain constant,9,no,
3,Computer network technicians,19,1,up,2,up,3,up,5,up,7,up,more,increase,10,no,
3,Correctional service officers,19,1,down,23,up,17,up,7,up,,,same,remain constant,9,no,
3,Court clerks,19,1,down,increase in reporting of sexual harassment/rape = more cases,up,,,,,,,fewer,decrease,9,no,
3,Electrical mechanics,19,21,up,6,up,1,up,2,up,15,up,more,increase,10,no,
3,Financial managers,19,28,up,desire for human interaction in managing personal finances,up,1,down,23,up,,,more,increase,8,no,
3,Forestry technologists and technicians,19,19,up,18,down,1,up,21,up,,,same,remain constant,7,no,
3,Furniture and fixture assemblers and inspectors,19,7,up,22,up,23,up,16,up,,,more,remain constant,6,no,
3,Industrial and manufacturing engineers,19,1,down,18,up,29,up,27,up,5,down,same,remain constant,7,no,
3,Instructors of persons with disabilities,19,demographic change,up,15,up,16,up,drivers for inclusive learning + work spaces,up,,,more,increase,9,no,
3,"Labourers in food, beverage and associated products processing",19,increased population,up,"increased legislation regarding food quality, sourcing",up,,,,,,,same,remain constant,7,no,
3,Medical administrative assistants,19,1,down,ageing population,up,"increasing privatization, human aspect of more 'elite' healthcare services",up,,,,,same,remain constant,8,no,
3,"Operators and attendants in amusement, recreation and sport",19,23,up,22,up,4,up,16,up,,,more,increase,9,no,
3,Plastics processing machine operators,19,Recycling increase,up,18,up,5,up,Technology boom,up,,,more,increase,7,no,
3,"Senior managers - financial, communications and other business services",19,1,down,23,up,aging population,down,,,,,fewer,decrease,5,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",19,18,up,21,up,Need for clean water,up,Aging population/need for pharmeceuticals,up,,,more,increase,9,no,
3,Underground production and development miners,19,lack of regulatory timelines in Canada hampering development of mining,down,automation,down,lack of connectivity to remote mines = conventional mining,up,,,,,same,remain constant,10,no,
3,"Air pilots, flight engineers and flying instructors",20,Drones,up,World travel/global shipping,up,1,down,26,up,16,up,more,remain constant,7,no,
3,Air transport ramp attendants,20,15,down,23,up,2,down,,,,,fewer,decrease,6,no,
3,Airline ticket and service agents,20,1,down,6,down,,,,,,,fewer,decrease,6,no,
3,Carpenters,20,22,up,13,up,28,up,,,,,more,remain constant,6,no,
3,Computer network technicians,20,12,up,1,up,,,,,,,more,increase,5,no,
3,Correctional service officers,20,8,up,23,up,31,down,,,,,more,increase,7,no,
3,Court clerks,20,dispute resolution,down,increased population,up,,,,,,,more,remain constant,4,no,
3,Electrical mechanics,20,21,up,18,up,Electric cars,up,,,,,more,remain constant,7,no,
3,Financial managers,20,3,down,23,down,1,up,,,,,fewer,decrease,5,no,
3,Forestry technologists and technicians,20,19,up,27,up,21,up,18,up,,,more,increase,6,no,
3,Furniture and fixture assemblers and inspectors,20,22,down,ikea / flat pack furniture,down,maker spaces (DIY),down,recycle / up cycle,,,,fewer,decrease,7,no,
3,Industrial and manufacturing engineers,20,17,up,21,up,26,down,,,,,same,remain constant,5,no,
3,Instructors of persons with disabilities,20,30,up,1,down,8,down,23,down,,,same,remain constant,6,no,
3,"Labourers in food, beverage and associated products processing",20,18,down,27,down,climate change,down,agricultural space,down,31,up,same,remain constant,7,no,
3,Medical administrative assistants,20,1,down,ageing population,up,31,down,more natural / drug free cures,down,,,fewer,decrease,7,no,
3,"Operators and attendants in amusement, recreation and sport",20,23,up,2,up,Climate change,down,16,up,18,down,more,remain constant,7,no,
3,Plastics processing machine operators,20,18,down,Environmental sustainability,up,5,up,,,,,same,remain constant,6,no,
3,"Senior managers - financial, communications and other business services",20,entrepreneurship,up,centralization of services,down,disruptive technology,down,,,,,same,decrease,4,no,
3,"Supervisors, petroleum, gas and chemical processing and utilities",20,31,up,18,down,27,down,22,up,,,same,increase,6,no,
3,Underground production and development miners,20,18,down,1,down,2,up,21,up,,,same,decrease,6,no,
