workshop.number,noc,participant.id,trend.1,effect.1,trend.2,effect.2,trend.3,effect.3,trend.4,effect.4,trend.5,effect.5,absolute,share,comfort,missing.q,add.notes,input
1,"Oil and gas well drillers, servicers, testers and related workers",13,remediation case law,down,,,,,,,,,fewer,decrease,5,no,,d
1,Industrial and manufacturing engineers,13,simulation via 2,up,IOT for ongoing monitor,up,5 new services,up,21 + decentralized grid,up,,,more,increase,8,no,,d
1,Instructors of persons with disabilities,13,greater recognition of disabilities,up,17,up,changes in education / 30,up,1 + massive online courses,down,1 + enable people with disabilities,up,more,increase,7,no,,d
1,"Labourers in food, beverage and associated products processing",13,robotics,down,globalization - outsourcing,down,,,,,,,same,decrease,5,no,,d
1,Court clerks,13,AI chatbot,down,gender,up,changes in law (e.g. cannabis),down,2,down,,,fewer,decrease,9,no,,d
1,Plastics processing machine operators,13,globalization,down,robotics,down,ban on disposable plastics,down,5,down,,,fewer,decrease,8,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",13,greenfield IOT plantbuilds,down,growing demand/urbanization,up,ageing infrastructure,up,,,,,more,remain constant,7,no,,d
1,"Operators and attendants in amusement, recreation and sport",13,2,down,14,down,massive online games/contests,up,physical type of sport (e.g. indoor skydiving),up,extreme weather,up,more,increase,7,no,,d
1,Medical administrative assistants,13,7,down,ais + chatbots,down,ageing population,up,14,up,ai diagnostics/ increased complexity,up,more,remain constant,7,no,,d
1,"Senior managers - financial, communications and other business services",14,6,down,12,up,9,up,28,up,29,up,same,remain constant,7,no,,d
1,Financial managers,14,13,down,Local political uncertainty,up,14,up,21,up,17,down,more,increase,8,no,,d
1,Electrical mechanics,14,5,down,13,down,1,down,11,down,22,down,fewer,decrease,6,no,,d
1,Furniture and fixture assemblers and inspectors,14,6,down,1,down,28,down,30,down,23,down,fewer,decrease,9,no,,d
1,Underground production and development miners,14,1,down,2,down,5,down,9,up,21,down,same,remain constant,9,no,,d
1,Forestry technologists and technicians,14,19,up,18,up,1,down,13,down,26,up,fewer,decrease,3,no,,d
1,Heavy-duty equipment mechanics,14,24,up,21,up,27,up,23,up,4,up,more,increase,9,no,,d
1,General farm workers,14,13,down,28,up,22,down,1,down,16,up,fewer,decrease,9,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",14,21,down,1,down,18,up,9,up,,,same,remain constant,9,no,,d
1,Managers in agriculture,14,13,down,1,down,15,up,18,up,,,fewer,decrease,9,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",14,21,down,28,up,23,down,12,up,,,fewer,remain constant,9,no,,d
1,Computer network technicians,14,2,up,22,up,1,up,28,up,12,up,more,increase,9,no,,d
1,Industrial and manufacturing engineers,14,1,up,30,up,21,up,11,up,23,up,more,increase,9,no,,d
1,Instructors of persons with disabilities,14,30,up,9,up,4,up,8,down,2,up,more,increase,9,no,,d
1,"Labourers in food, beverage and associated products processing",14,1,down,6,down,28,down,30,down,29,down,fewer,decrease,9,no,,d
1,Court clerks,14,10,up,1,down,7,up,11,down,25,up,fewer,decrease,8,no,,d
1,Plastics processing machine operators,14,5,down,4,down,22,down,28,down,30,down,fewer,decrease,9,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",14,1,down,4,down,18,down,13,down,21,down,same,remain constant,8,no,,d
1,"Operators and attendants in amusement, recreation and sport",14,23,down,29,up,30,up,2,up,4,up,same,remain constant,8,no,,d
1,Medical administrative assistants,14,1,down,3,down,5,down,9,up,8,up,fewer,decrease,9,no,,d
1,"Senior managers - financial, communications and other business services",15,more smaller clients,up,need for analytics,up,24,up,,,,,same,remain constant,7,no,Trend 1 hard to read,d
1,Financial managers,15,3,down,15,up,18,up,25,down,28,down,same,increase,7,no,,d
1,Electrical mechanics,15,automation,up,,,,,,,,,same,remain constant,7,no,,d
1,Furniture and fixture assemblers and inspectors,15,mechanization,down,,,,,,,,,fewer,decrease,5,no,,d
1,Underground production and development miners,15,mechanization,down,,,,,,,,,fewer,decrease,6,no,,d
1,Forestry technologists and technicians,15,using technology,down,19,none,,,,,,,fewer,increase,4,no,,d
1,Heavy-duty equipment mechanics,15,market stay same,up,technology change,down,,,,,,,same,remain constant,6,no,first trend not legible,d
1,General farm workers,15,mechanization,down,urbanization,none,,,,,,,fewer,decrease,6,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",15,automation,down,market growth,up,,,,,,,same,remain constant,8,no,,d
1,Managers in agriculture,15,market stay same,up,technological change,down,,,,,,,same,remain constant,8,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",15,global shortage,none,,,,,,,,,more,increase,8,no,,d
1,Computer network technicians,15,automation,up,IOT,up,,,,,,,more,increase,8,no,,d
1,Industrial and manufacturing engineers,15,11,up,15,up,30,down,21,up,5,down,same,increase,7,no,,d
1,Instructors of persons with disabilities,15,maintenance work,up,automation,down,,,,,,,same,remain constant,7,no,,d
1,"Labourers in food, beverage and associated products processing",15,product growth,up,mechanization,down,,,,,,,same,remain constant,7,no,,d
1,Court clerks,15,7,down,28,down,1,down,31,none,,,fewer,decrease,7,no,,d
1,Plastics processing machine operators,15,automation,down,,,,,,,,,fewer,decrease,6,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",15,new jobs,up, new technologies,down,,,,,,,same,remain constant,8,no,,d
1,"Operators and attendants in amusement, recreation and sport",15,11,down,automation,down,new designs,up,,,,,same,remain constant,5,no,,d
1,Medical administrative assistants,15,automation,down,,,,,,,,,fewer,decrease,8,no,,d
1,"Senior managers - financial, communications and other business services",16,1,down,3,up,7,up,25,down,28,up,same,increase,6,no,,d
1,Financial managers,16,1,down,13,up,3,up,26,down,25,up,same,decrease,8,no,,d
1,Electrical mechanics,16,8,up,16,up,1,down,23,down,18,up,same,remain constant,7,no,,d
1,Furniture and fixture assemblers and inspectors,16,5,down,23,down,18,down,28,up,17,up,fewer,decrease,9,no,,d
1,Underground production and development miners,16,23,down,1,down,18,down,2,down,13,up,fewer,decrease,8,no,,d
1,Forestry technologists and technicians,16,18,up,1,down,13,down,16,up,19,up,more,remain constant,7,no,,d
1,Heavy-duty equipment mechanics,16,1,up,8,down,2,down,13,up,,,more,increase,9,no,,d
1,General farm workers,16,1,down,31,up,23,down,3,up,,,fewer,remain constant,8,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",16,1,down,2,down,18,up,,,,,same,remain constant,7,no,,d
1,Managers in agriculture,16,1,down,3,up,18,up,31,up,19,up,same,decrease,7,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",16,18,up,1,down,13,down,2,up,,,same,remain constant,8.5,no,,d
1,Computer network technicians,16,1,down,22,up,28,up,30,up,14,up,more,increase,8,no,,d
1,Industrial and manufacturing engineers,16,2,down,5,down,28,up,16,up,26,down,more,remain constant,7,no,,d
1,Instructors of persons with disabilities,16,17,up,13,up,8,up,30,up,11,up,more,increase,8,no,,d
1,"Labourers in food, beverage and associated products processing",16,1,down,23,down,31,up,13,down,,,fewer,decrease,8.5,no,,d
1,Court clerks,16,1,down,7,down,25,up,11,down,31,down,fewer,decrease,7,no,,d
1,Plastics processing machine operators,16,1,down,26,down,5,down,28,down,23,down,fewer,decrease,8,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",16,1,down,8,down,23,down,18,down,13,up,fewer,remain constant,8.5,no,,d
1,"Operators and attendants in amusement, recreation and sport",16,1,down,13,up,8,up,16,up,2,down,fewer,decrease,7,no,,d
1,Medical administrative assistants,16,1,down,7,down,25,down,8,up,3,down,fewer,decrease,8,no,,d
1,"Senior managers - financial, communications and other business services",17,13,down,17,up,24,up,,,,,more,increase,6,no,,d
1,Financial managers,17,30,down,3,up,11,down,13,down,26,down,same,decrease,5,no,,d
1,Electrical mechanics,17,9,up,30,down,,,,,,,more,increase,7,no,,d
1,Furniture and fixture assemblers and inspectors,17,5,down,6,down,22,up,23,down,,,fewer,decrease,8,no,,d
1,Underground production and development miners,17,technological and process advances,down,18,down,climate change concerns,down,27,down,26,down,fewer,decrease,6,no,,d
1,Forestry technologists and technicians,17,13,down,18,up,"1 - data collection, interpretation",down,,,,,fewer,decrease,7,no,,d
1,Heavy-duty equipment mechanics,17,economic,down,urbanisation,up,increasing equipment utilization,up,digitization,down,,,same,remain constant,7,no,,d
1,General farm workers,17,19,up,16 + 15,both,13,down,technological and process innovation,down,31,up,more,remain constant,6,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",17,18,down,21,down,automation,down,27,down,,,same,decrease,8,no,,d
1,Managers in agriculture,17,process innovation,down,31,up,19,down,18,down,16 - urban farms,down,fewer,decrease,7,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",17,political uncertainty,down,economic uncertainty,down,automation,down,process efficiency,down,21,down,fewer,decrease,7,no,,d
1,Computer network technicians,17,9,up,3,up,12,up,27,up,28,up,more,increase,8,no,,d
1,Industrial and manufacturing engineers,17,13,up,11,down,3,down,,,,,same,increase,7,no,Additional participant comment: I see junior engineers replacing the need for technologists,d
1,Instructors of persons with disabilities,17,5,down,8,down,17,down,23,down,,,fewer,decrease,6,no,,d
1,"Labourers in food, beverage and associated products processing",17,automation,down,18,down,23,down,22,up,"sustainable sourcing, locally grown",down,more,increase,6,no,,d
1,Court clerks,17,13,down,2,down,1,down,22,up,,,more,remain constant,6,no,,d
1,Plastics processing machine operators,17,5,down,18,up,26,down,27,down,,,fewer,decrease,7,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",17,18,down,21,up,26,down,27,down,,,more,increase,6,no,,d
1,"Operators and attendants in amusement, recreation and sport",17,2,down,23,down,17,up,,,,,more,remain constant,6,no,,d
1,Medical administrative assistants,17,13,up,22,up,31,up,7,down,automation,down,more,remain constant,6,no,,d
1,"Senior managers - financial, communications and other business services",18,3,down,16,down,18,down,26,down,27,down,fewer,decrease,8,no,,d
1,Financial managers,18,3,down,12,up,26,down,23,down,30,up,same,remain constant,7,no,,d
1,Electrical mechanics,18,2,up,5,up,8,up,21,up,31,up,more,remain constant,7,no,,d
1,Furniture and fixture assemblers and inspectors,18,1,down,5,up,22,up,23,down,27,down,fewer,decrease,9,no,,d
1,Underground production and development miners,18,1,down,3,down,18,up,22,down,27,up,fewer,decrease,7,no,,d
1,Forestry technologists and technicians,18,18,up,19,up,21,up,31,down,22,down,fewer,decrease,7,no,,d
1,Heavy-duty equipment mechanics,18,12,up,15,both,18,down,21,up,26/27,down,fewer,remain constant,7,no,,d
1,General farm workers,18,1,down,3,down,18,up,19,down,31,up,fewer,decrease,9,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",18,1,down,18,up,21,up,22,up,27,down,fewer,remain constant,8,no,,d
1,Managers in agriculture,18,1,down,3,down,18,up,20,up,31,up,more,increase,9,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",18,1,down,15,down,18,down,21,down,26/27,down,fewer,decrease,8,no,,d
1,Computer network technicians,18,1,up,2,up,3,up,5,up,12,down,more,increase,9,no,,d
1,Industrial and manufacturing engineers,18,5,up,12,up,18,up,21,up,28,up,more,increase,9,no,,d
1,Instructors of persons with disabilities,18,13,up,17,up,22,down,23,down,8,up,fewer,increase,8,no,,d
1,"Labourers in food, beverage and associated products processing",18,1,down,22,up,27,up,28,up,31,up,fewer,decrease,9,no,,d
1,Court clerks,18,1,down,2,down,22,down,,,,,fewer,decrease,9,no,,d
1,Plastics processing machine operators,18,5,down,18,down,21,down,28,up,1,down,fewer,decrease,9,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",18,1,down,18,down,20,down,21,down,27,down,fewer,remain constant,8,no,,d
1,"Operators and attendants in amusement, recreation and sport",18,16,up,2,down,22,down,23,down,14,up,more,increase,9,no,,d
1,Medical administrative assistants,18,1,down,3,down,7,up,9,up,22,down,fewer,decrease,9,no,,d
1,"Senior managers - financial, communications and other business services",19,12,down,1,up,27,up,15,up,7,up,more,increase,9,no,,d
1,Financial managers,19,13,up,22,up,23,down,28,up,3,down,same,remain constant,5,no,,d
1,Electrical mechanics,19,preventative maintenance,down,increased use of equipment in all facets of life,up,28,up,31 for production support,up,,,more,increase,8,no,,d
1,Furniture and fixture assemblers and inspectors,19,5,down,6,down,23,down,22,up,,,fewer,decrease,8,no,,d
1,Underground production and development miners,19,8,down,18,down,1 - autonomous systems,down,,,,,fewer,decrease,9,no,,d
1,Forestry technologists and technicians,19,18,down,19,up,31,down,1,down,,,fewer,decrease,7,no,,d
1,Heavy-duty equipment mechanics,19,1 - increased need for mechanics and equipment utilization,up,15,up,,,,,,,same,remain constant,8,no,,d
1,General farm workers,19,1,down,18,down,31,up,,,,,same,remain constant,8,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",19,1,up,15,up,18,down,27- reduced demand,down,27 - stability in Canada,up,fewer,decrease,7,no,,d
1,Managers in agriculture,19,31,up,29 - vertical farming,up,19,down,18,down,16 - community gardens,down,fewer,decrease,9,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",19,political instability domestic,down,1,down,3,down,21,down,26,down,fewer,decrease,10,no,,d
1,Computer network technicians,19,12,down,1,up,11,up,28,down,,,more,increase,9,no,,d
1,Industrial and manufacturing engineers,19,1,up,5,up,27,down,28,down,30,up,more,increase,8,no,,d
1,Instructors of persons with disabilities,19,17,up,8,up,16,up,,,,,more,decrease,6,no,,d
1,"Labourers in food, beverage and associated products processing",19,1,down,27,down,increase demand for locally source,none,,,,,same,remain constant,6,no,,d
1,Court clerks,19,1,down,30,up,,,,,,,fewer,decrease,9,no,,d
1,Plastics processing machine operators,19,18,down,5,down,21,down,28,down,27,down,fewer,decrease,9,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",19,18,down,1,down,22 - for infrastructure,up,21,down,27 - foreign investment,down,fewer,decrease,10,no,,d
1,"Operators and attendants in amusement, recreation and sport",19,2,down,16,up,23,down,14,up,17,up,more,remain constant,7,no,,d
1,Medical administrative assistants,19,22,up,13,up,7,down,1,down,,,more,increase,9,no,,d
1,"Senior managers - financial, communications and other business services",20,9,down,15,down,28,down,,,,,more,increase,8,no,,d
1,Financial managers,20,3,up,9,up,13,up,,,,,more,increase,7,no,,d
1,Electrical mechanics,20,21,up,15,up,,,,,,,more,increase,9,no,,d
1,Furniture and fixture assemblers and inspectors,20,5,down,robotics,down,6,down,,,,,fewer,decrease,8,no,,d
1,Underground production and development miners,20,18,up,robotics,down,,,,,,,same,remain constant,6,no,,d
1,Forestry technologists and technicians,20,18,up,19,up,28,up,,,,,more,increase,7,no,,d
1,Heavy-duty equipment mechanics,20,renewable,down,,,,,,,,,same,remain constant,5,no,,d
1,General farm workers,20,1,down,robotics,down,31,up,,,,,same,remain constant,6,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",20,1,down,robotics,down,renewable,down,,,,,fewer,decrease,8,no,,d
1,Managers in agriculture,20,1,down,robotics,down,,,,,,,fewer,decrease,6,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",20,1,down,renewable energy,down,,,,,,,fewer,decrease,8,no,,d
1,Computer network technicians,20,9,up,15,up,,,,,,,more,increase,8,no,,d
1,Industrial and manufacturing engineers,20,1,up,2,up,5,up,15,up,,,more,increase,8,no,,d
1,Instructors of persons with disabilities,20,30,up,2,down,,,,,,,more,remain constant,5,no,,d
1,"Labourers in food, beverage and associated products processing",20,18,up,,,,,,,,,more,increase,6,no,,d
1,Court clerks,20,2,down,13,up,23,down,,,,,fewer,decrease,6,no,,d
1,Plastics processing machine operators,20,renewable focus,down,5,down,robotics,down,,,,,fewer,decrease,8,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",20,21,up,15,up,,,,,,,more,increase,8,no,,d
1,"Operators and attendants in amusement, recreation and sport",20,4,up,22,up,,,,,,,more,increase,6,no,,d
1,Medical administrative assistants,20,1,up,9,up,14,up,,,,,more,increase,7,no,,d
1,"Senior managers - financial, communications and other business services",21,24,up,culture communication,up,flat workplaces,down,,,,,fewer,decrease,5,no,,d
1,Financial managers,21,1,up,3,up,human personal interaction,up,,,,,same,remain constant,7,no,,d
1,Electrical mechanics,21,21,up,environment concerns,up,,,,,,,more,increase,8,no,** This card has participant 21 written in. 21 is the right participant ID. See writeup.,d
1,Furniture and fixture assemblers and inspectors,21,globalization,down,26,down,,,,,,,fewer,decrease,4,no,By round 3 we had sorted out the envelopes,d
1,Underground production and development miners,21,18,down,technology automation,down,climate,down,,,,,fewer,decrease,7,no,,d
1,Forestry technologists and technicians,21,18,down,19,down,AI modelling,up,conservation concerns,up,,,more,increase,7,no,,d
1,Heavy-duty equipment mechanics,21,standardization,down,21,up,,,,,,,same,remain constant,7,no,,d
1,General farm workers,21,31,up,industrialization,down,climate concerns,down,regulation,down,,,same,remain constant,7,no,,d
1,"Central control and process operators, petroleum, gas and chemical processing",21,21,down,1 - remote operations,down,public policy,down,automation/IOT,down,,,fewer,decrease,7,no,,d
1,Managers in agriculture,21,31,up,1,up,industrialization,down,,,,,more,remain constant,6,no,,d
1,"Oil and gas well drillers, servicers, testers and related workers",21,21,down,climate concerns,down,public policy,down,globalization,down,,,fewer,decrease,7,no,,d
1,Computer network technicians,21,new technologies,up,digital inclusion,up,IOT - increasing,up,policy,up,,,more,increase,7,no,** This card has participant 21 written in. 21 is the right participant ID. See writeup.,d
1,Industrial and manufacturing engineers,21,advanced materials,up,1+2,up,,,,,,,more,increase,8,no,,d
1,Instructors of persons with disabilities,21,economy/public funding,down,social change,up,political climate,up,technology,up,,,same,remain constant,7,no,** This card has participant 21 written in. 21 is the right participant ID. See writeup.,d
1,"Labourers in food, beverage and associated products processing",21,automation,down,globalization,down,,,,,,,fewer,decrease,7,no,,d
1,Court clerks,21,24,up,automation,up,AR - Remote,up,low tech manual,down,,,same,remain constant,6,no,,d
1,Plastics processing machine operators,21,automation,down,globalization,down,environmental issues,down,,,,,fewer,decrease,7,no,,d
1,"Supervisors, petroleum, gas and chemical processing and utilities",21,21,down,public policy,down,environmental,down,rising cost of production,down,,,fewer,decrease,8,no,,d
1,"Operators and attendants in amusement, recreation and sport",21,experience economy,up,increase in leisure time,up,safety,up,addictions,up,gig economy,up,more,increase,7,no,** This card has participant 21 written in. 21 is the right participant ID. See writeup.,d
1,Medical administrative assistants,21,economy/ good times vs. recession,down,1,up,,,,,,,same,remain constant,6,no,** This card has participant 21 written in. 21 is the right participant ID. See writeup.,d
