workshop.number	noc	participant.id	trend.1	effect.1	trend.2	effect.2	trend.3	effect.3	trend.4	effect.4	trend.5	effect.5	absolute	share	comfort	missing.q	add.notes	input
2	Technical sales specialists - wholesale trade	15	1	up	2	up	11	up					same	remain constant	8	no		d
2	Industrial and manufacturing engineers	15	2	up	8	up	gig work	up	telepresence	up	18	up	fewer	decrease	8	no		d
2	Underground production and development miners	15	robotics	down	automation	down	2	down	political uncertainty	down			fewer	decrease	9	no		d
2	Furniture and fixture assemblers and inspectors	15	gig economy	down	5	down	sustainability	down	consumption habits	down	28	down	fewer	decrease	8	no		d
2	Instructors of persons with disabilities	15	29	up	1	up	8	up	telepresence	up	2	up	same	remain constant	8	no	additional trend: robotics - up	d
2	Computer network technicians	15	3	up	data storage	down	6	up	1	up	IOT	up	fewer	remain constant	8	no		d
2	Restaurant and food service managers	15	1	down	telepresence	down	28	up	tech-social media	up	31	up	same	remain constant	8	no		d
2	"Health policy researchers, consultants and program officers"	15	narrative	down	3	down	1	down	31	up	27	up	same	remain constant	8	no	additional trend: aging population	d
2	Real estate agents and salespersons	15	3	down	1	down	7	down	5	down	2	up	fewer	decrease	7	no		d
2	"Senior managers - financial, communications and other business services"	15	11	up	1	up							same	remain constant	7	no		d
2	Forestry technologists and technicians	15	1	up	3	up	19	up	5	up	27	up	fewer	decrease	9	no		d
2	"Operators and attendants in amusement, recreation and sport"	15	2	down	13	down							same	remain constant	6	no		d
2	Lawyers and Quebec notaries	15	3	down	1	down	7	up	6	up	political uncertainty	up	fewer	remain constant	8	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	15	1	down	natural disasters	up	9	up					fewer	decrease	8	no		d
2	"Labourers in food, beverage and associated products processing"	15	1	down	5	down	political uncertainty	down	19	up			fewer	decrease	9	no		d
2	Plastics processing machine operators	15	environmental concerns	down	27	down	5	down					fewer	decrease	7	no		d
2	Financial managers	17	3	up	13	down							more	remain constant	4	no		d
2	Court clerks	17	31	down	16	up	23	up					same	remain constant	6	no		d
2	Medical administrative assistants	17	3	down	8	up	14	up					more	increase	8	no		d
2	Electrical mechanics	17	21	up	19	up	5	up					same	remain constant	7	no		d
2	Technical sales specialists - wholesale trade	17	9	up	12	up							more	increase	7	no		d
2	Industrial and manufacturing engineers	17	1	down	29	up	21	up	5	up	22	up	more	remain constant	6	no		d
2	Underground production and development miners	17	21	down	26	down	27	up					same	remain constant	4	no		d
2	Furniture and fixture assemblers and inspectors	17	28	down	18	down	23	up					same	decrease	7	no		d
2	Instructors of persons with disabilities	17	fiscal scarcity	down	14	up	17	up					same	remain constant	5	no		d
2	Computer network technicians	17	1	up	2	up	3	up	cybersecurity	up			more	increase	7	no		d
2	Restaurant and food service managers	17	23	down	14	up	31	up	22	up			same	remain constant	6	no		d
2	"Health policy researchers, consultants and program officers"	17	8	up	13	up	28	up	1	up			more	increase	8	no		d
2	Real estate agents and salespersons	17	28	down	1	down	22	up	23	up	immigration	up	same	remain constant	6	no		d
2	"Senior managers - financial, communications and other business services"	17	9	up	17	up							same	remain constant	8	no		d
2	Forestry technologists and technicians	17	18	up	19	up	1	down	drones - technological enhancements	down			same	remain constant	6	no		d
2	"Operators and attendants in amusement, recreation and sport"	17	2	down	23	down	14	up	28	up			more	increase	7	no		d
2	Lawyers and Quebec notaries	17	1	down	31	up							same	remain constant	5	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	17	27	up	21	up	22	up					more	remain constant	7	no		d
2	"Labourers in food, beverage and associated products processing"	17	agv/robotics	down	31	up							more	increase	6	no		d
2	Plastics processing machine operators	17	5	down	1	down	18	down	17	up			fewer	decrease	6	no		d
2	Financial managers	18	international uncertainty	up									more	increase	4	no		d
2	Court clerks	18	1	up	3	up	7	up					fewer	decrease	7	no		d
2	Medical administrative assistants	18	1	down	big data	down							fewer	decrease	6	no		d
2	Electrical mechanics	18	21	up	entrepreneurial experience	up	22	up	15	up			more	increase	7	no		d
2	Technical sales specialists - wholesale trade	18	28	up									more	increase	8	no		d
2	Industrial and manufacturing engineers	18	13	down	24	up	28	up	11	down	canada's inability to gain immigrants	down	more	increase	7	no		d
2	Underground production and development miners	18	27	up									more	increase	5	no		d
2	Furniture and fixture assemblers and inspectors	18	23	up	5	down	22	up					fewer	decrease	5	no		d
2	Instructors of persons with disabilities	18	robotics	up	aging society	up	1	up					more	increase	6	no		d
2	Computer network technicians	18	IOT	up									more	increase	5	no		d
2	Restaurant and food service managers	18	22	up	16	up	13	up					more	increase	7	no		d
2	"Health policy researchers, consultants and program officers"	18	22	up	aging population	up							more	increase	7	no		d
2	Real estate agents and salespersons	18	26	down	12	up	22	up					more	increase	5	no		d
2	"Senior managers - financial, communications and other business services"	18	6	down	28	up							same	remain constant	4	no		d
2	Forestry technologists and technicians	18	trade disruptions	down									fewer	decrease	6	no		d
2	"Operators and attendants in amusement, recreation and sport"	18	2	up	21	up	4	up					more	increase		no	Missing comfort level	d
2	Lawyers and Quebec notaries	18	3	up	7	up	9	up					more	increase	6	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	18											same	remain constant	6	no		d
2	"Labourers in food, beverage and associated products processing"	18	robotics	down	18	up							more	increase	5	no		d
2	Plastics processing machine operators	18	5	up	trade uncertainty	down							fewer	decrease	5	no		d
2	Financial managers	19	18	up	1	down	3	up	28	down			same	increase	9	no		d
2	Court clerks	19	inequality	up	1	down	8	down	18	down			fewer	decrease	9	no		d
2	Medical administrative assistants	19	1	down	3	down	fiscal restraint	down	13	up	25	down	fewer	decrease	8	no		d
2	Electrical mechanics	19	21	up	18	up	8	down	6	down			same	remain constant	5	no		d
2	Technical sales specialists - wholesale trade	19	8	up	11	up	2	up					same	remain constant	9	no		d
2	Industrial and manufacturing engineers	19	1	up	4	down	5	up	21	up	18	up	more	increase	10	no		d
2	Underground production and development miners	19	2	down	18	down	8	up	political uncertainty	down			fewer	decrease	9	no		d
2	Furniture and fixture assemblers and inspectors	19	5	down	23	down	22	down	18	down			fewer	decrease	10	no		d
2	Instructors of persons with disabilities	19	fiscal resource scarcity	down	1	up	24	up	aging population	up			more	increase	9	no		d
2	Computer network technicians	19	9	up	1	up	25	up	22	up	8	up	more	increase	7	no		d
2	Restaurant and food service managers	19	23	up	16	up	28	up	31	up	9	up	more	increase	8.5	no		d
2	"Health policy researchers, consultants and program officers"	19	increased mental health	up	1	up	31	up	27	up	18	down	more	increase	10	no		d
2	Real estate agents and salespersons	19	3	down	23	down	5	down	2	up			fewer	decrease	1	no		d
2	"Senior managers - financial, communications and other business services"	19	13	down	6	down	25	up	31	up			same	remain constant	7	no		d
2	Forestry technologists and technicians	19	19	up	2	down	22	down	18	down	27	down	fewer	decrease	10	no		d
2	"Operators and attendants in amusement, recreation and sport"	19	4	up	23	up	14	down	general preferences	up			more	increase	10	no		d
2	Lawyers and Quebec notaries	19	1	down	23	down	10	up					fewer	decrease	8	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	19	1	down	2	down	14	down					fewer	decrease	6	no		d
2	"Labourers in food, beverage and associated products processing"	19	8	down	22	down	19	down					fewer	decrease	9	no		d
2	Plastics processing machine operators	19	5	up	18	down	27	down					fewer	decrease	6	no		d
2	Financial managers	20	1	down	financialization	up	18	up	political uncertainty including shift to dominance in Asia	up	3	up	more	increase	8	no		d
2	Court clerks	20	1 + automation	down	inequality	up	tightening government finances	down					same	decrease	8	no		d
2	Medical administrative assistants	20	ageing population	up	13	up	1	down	tightening government finances - no investment in tech adoption	up			more	remain constant	4	no		d
2	Electrical mechanics	20	1	down	23	up	18	up					more	increase	2	no		d
2	Technical sales specialists - wholesale trade	20	5	up	modularization of production	up							more	increase	9	no		d
2	Industrial and manufacturing engineers	20	5	up	18	up	political uncertainty	down					more	increase	3	no		d
2	Underground production and development miners	20	1 - drones	down	18	up							more	increase	8	no		d
2	Furniture and fixture assemblers and inspectors	20	changing generational preferences	down	18	down	offshoring	down					fewer	decrease	9	no		d
2	Instructors of persons with disabilities	20	24	up	tighteming government finances	down	aging population	up					more	increase	6	no		d
2	Computer network technicians	20	1	up	22	up	3	up	8	up			more	increase	9	no		d
2	Restaurant and food service managers	20	changing generational preferences	up	23	up	13	up	14	up			more	increase	10	no		d
2	"Health policy researchers, consultants and program officers"	20	aging population	up	tightening government finances	down	31	up	1	up			more	increase	10	no		d
2	Real estate agents and salespersons	20	1	down	22	up	23	up	gig economy	up			more	increase	8	no		d
2	"Senior managers - financial, communications and other business services"	20	6	down	28	up	financialization	up	changing trade patterns	none			more	remain constant	6	no	"comment to third trend:'positively correlated with international trade, but don't know direction of trade`'"	d
2	Forestry technologists and technicians	20	drone tech	down	19	up	22	up	18	down	digitalization (loss of demand for paper)	down	fewer	decrease	7	no		d
2	"Operators and attendants in amusement, recreation and sport"	20	climate change	up	31	up	23	down	changing generational preferences	up			more	increase	9	no		d
2	Lawyers and Quebec notaries	20	25	up	1	down							more	remain constant	9	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	20	supervising robots	down	21	up							more	increase	4	no		d
2	"Labourers in food, beverage and associated products processing"	20	1	down	climate change	up	18 (global)	up					fewer	decrease	6	no		d
2	Plastics processing machine operators	20	5	up	1	down							more	remain constant	4	no		d
2	Financial managers	21	1	down	6	down	13	up					fewer	decrease	7	no		d
2	Court clerks	21	3	down	7	down	25	up	23	up	26	up	more	increase	3	no		d
2	Medical administrative assistants	21	1	down	3 + 7 + 25	down	8	up	13	up			fewer	decrease	7	no		d
2	Electrical mechanics	21	21	up	5	down	23	down	robots	down			same	increase	8	no		d
2	Technical sales specialists - wholesale trade	21	1	up	5	up	8	up	2	up	15	up	more	increase	8	no	"Participant also added trend 16, up"	d
2	Industrial and manufacturing engineers	21	1	up	5	up	2	up	3	up	robotics	up	more	increase	9	no		d
2	Underground production and development miners	21	robots	down	1	down	3 - e.g. diamonds	up	21	down	18	down	fewer	decrease	9	no	Participant added an additional trend: 'climate change opens deposits - up'	d
2	Furniture and fixture assemblers and inspectors	21	23	down									same	remain constant	7	no		d
2	Instructors of persons with disabilities	21	13 - aging population	up	14	up	available funding	down	30	up	8	up	more	increase	9	no		d
2	Computer network technicians	21	1	up	2	up	"6 + 7 - more wireless, less wired"	down	9	up	cybersecurity	up	more	increase	9	no		d
2	Restaurant and food service managers	21	lots of eating out/food ordering	up	automation	down	23	down					same	increase	6	no		d
2	"Health policy researchers, consultants and program officers"	21	aging population	up	8	up	17	up	1	up			more	increase	9	no		d
2	Real estate agents and salespersons	21	real estate prices	up	1	down	23	down	immigration	up	27	up	more	remain constant	6	no	additional trend: cyclicality of market - ???	d
2	"Senior managers - financial, communications and other business services"	21	28	up									same	increase	5	no		d
2	Forestry technologists and technicians	21	18	up	19	up	1	none	2	down			more	increase	6	no		d
2	"Operators and attendants in amusement, recreation and sport"	21	2	down	4	up	23	down	19	down			more	increase	8	no		d
2	Lawyers and Quebec notaries	21	autonomous vehicles	down	1	down	19	up	27	up			fewer	remain constant	6	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	21	21	up	aging population	up	18	up					more	increase	7	no		d
2	"Labourers in food, beverage and associated products processing"	21	robots	down	aging population	down	1	down	31	up			fewer	decrease	10	no		d
2	Plastics processing machine operators	21	1	down	5	down	18	down	17	up	29	down	fewer	decrease	10	no		d
2	Financial managers	22	1	down	3	down	13	down	23	down	10	down	same	remain constant	7	no		d
2	Court clerks	22	12	up	learning more content	up	26	up	robot replacement	down	31	up	same	remain constant	6	no		d
2	Medical administrative assistants	22	robots to replace role	down	1	down	ageing demographic	up	sedentary lifestyle	up	changing role to move away from automated tasks to more socio-emotional tasks	up	same	remain constant	7	no		d
2	Electrical mechanics	22	increase of EVs	up	21	up	28	up	15	up	increase tech to replace humans	down	same	remain constant	7	no		d
2	Technical sales specialists - wholesale trade	22	increased tech usage + software	up	2	up	15	up	30	up	"hard to automate this task, requires more socio-emotional skills"	up	more	increase	7	no		d
2	Industrial and manufacturing engineers	22	1	up	3	up	18	down	12	up	15	up	more	increase	8	no		d
2	Underground production and development miners	22	drones changing who works where	down	21	down	2	down	growing demand for resources	up	27	down	same	remain constant	7	no		d
2	Furniture and fixture assemblers and inspectors	22	28	up	5	down	increasing protectionist policies	up	18	down	23 + housing prices in big cities + sharing economy	down	fewer	decrease	7	no		d
2	Instructors of persons with disabilities	22	17	up	understanding new concepts of disability	up	aging demographi	up	lack of government money resources	down	23	up	same	remain constant	8	no		d
2	Computer network technicians	22	increased demand of tech solutions in all sectors	up	12	up	15	up	27	up	25	up	more	increase	9	no		d
2	Restaurant and food service managers	22	millenials + changing food preferences	up	16	up	28	up	use of social media	up	tech depression so eating/drinking more?	up	more	increase	7	no		d
2	"Health policy researchers, consultants and program officers"	22	increased scope of health research to include mental health	up	ability to translate data into results	up	opioid crisis	up	31	up	medication intolerance	up	more	increase	9	no	additional trend: aging demographic -up	d
2	Real estate agents and salespersons	22	2	up	22	up	housing prices and affordability	up	tech disruption - e.g. purple brick	down	3	down	more	increase	8	no	additional trend 1: 23 - up. additional trend 2: foreign investment - '???'. Additional trend 3: Policy changes to allow greenbelt expansion - up	d
2	"Senior managers - financial, communications and other business services"	22	26	down	3	down	27	down	12	down	6	down	same	remain constant	7	no		d
2	Forestry technologists and technicians	22	19	down	18	down	21	down	1	down	22	up	same	remain constant	7	no		d
2	"Operators and attendants in amusement, recreation and sport"	22	2	down	23	down	7	up	9	up	14	up	fewer	decrease	7	no		d
2	Lawyers and Quebec notaries	22	1 +robo - advisors	down	10	up	tech and data identity issues - still a lot we don't know	up	23	up	climate change	up	same	remain constant	8	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	22	2	down	21	down	climate change	down	demand for products	down	27 + increase risk	down	same	remain constant	7	no		d
2	"Labourers in food, beverage and associated products processing"	22	1 + increase tech solutions 	down	changes in food patterns	up	climate change	up	18	up	5	down	fewer	decrease	8	no	additional trend: impacts of trade agreements - down	d
2	Plastics processing machine operators	22	decreasing demand of using plastic - public perception	down	27	down	climate change	down	generational preferences	down	5	down	fewer	decrease	8	no		d
2	Financial managers	23	29	up	12	up	30	up					more	increase	8	no		d
2	Court clerks	23	1	none	10	none	22	none					same	remain constant	7	no		d
2	Medical administrative assistants	23	1	down									fewer	decrease	6	no		d
2	Electrical mechanics	23	1	down	29	up	21	up	15	up	22	up	more	increase	7	no		d
2	Technical sales specialists - wholesale trade	23	16	up	27	down	29	up					more	increase	5	no		d
2	Industrial and manufacturing engineers	23	1	down	11	down	18	up					fewer	decrease	4	no		d
2	Underground production and development miners	23	1	down	drone/robots	down	21	down	18	down	5	down	fewer	decrease	9	no		d
2	Furniture and fixture assemblers and inspectors	23	gig economy	down	18	down	offshoring	down	23	down			fewer	decrease	8	no		d
2	Instructors of persons with disabilities	23	17	up	fiscal restraint	down	9	up	30	up			more	increase	8	no		d
2	Computer network technicians	23	12	up	29	up	9	up	15	up			more	increase	7	no		d
2	Restaurant and food service managers	23	1	down	9	up	18	down					fewer	decrease	6	no		d
2	"Health policy researchers, consultants and program officers"	23	aging population	up	17	up	25	none	1	none			more	increase	8	no		d
2	Real estate agents and salespersons	23	23	down	22	up	disruptive industries	down	27	down			same	remain constant	5	no		d
2	"Senior managers - financial, communications and other business services"	23	1	up	30	up	14	none					same	remain constant	7	no		d
2	Forestry technologists and technicians	23	19	down	22	down	27	down	18	down	1	down	fewer	decrease	8	no		d
2	"Operators and attendants in amusement, recreation and sport"	23	23	down	2	down	13	down	4	up			fewer	decrease	6	no		d
2	Lawyers and Quebec notaries	23	1	none	25	up							same	remain constant	7	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	23	21	up	22	up	aging population	up					more	increase	4	no		d
2	"Labourers in food, beverage and associated products processing"	23	18	up	9	up	1	down					more	increase	7	no		d
2	Plastics processing machine operators	23	5	up	1	up	18	down	17	up			same	remain constant	4	no		d
2	Financial managers	24	3	none	23	none	19	none	13	none			same	remain constant	7	no		d
2	Court clerks	24	22	none	23	none	1	none	6	none	10	none	same	remain constant	8	no		d
2	Medical administrative assistants	24	1	down	3	down	22	up					fewer	decrease	7	no		d
2	Electrical mechanics	24	5	down	2	up	22	up	21	up	11	down	same	remain constant	8	no		d
2	Technical sales specialists - wholesale trade	24	29	up	30	up	28	up	15	up	11	down	more	increase	8	no		d
2	Industrial and manufacturing engineers	24	5	none	12	none	1	none	2	none	22	none	more	increase	9	no		d
2	Underground production and development miners	24	18	down	21	down	1	down	22	down			fewer	remain constant	6	no		d
2	Furniture and fixture assemblers and inspectors	24	5	down	18	up	1	down					same	decrease	7	no		d
2	Instructors of persons with disabilities	24	30	down	17	up	8	down	11	down			same	remain constant	8	no		d
2	Computer network technicians	24	1	down	22	up	6	down	9	down	4	down	fewer	remain constant	6	no		d
2	Restaurant and food service managers	24	13	up	14	up	28	up	22	up			same	remain constant	8	no		d
2	"Health policy researchers, consultants and program officers"	24	11	down	16	up	31	up	15	up	1	down	more	remain constant	7	no		d
2	Real estate agents and salespersons	24	22	up	23	down	11	down					same	remain constant	7	no		d
2	"Senior managers - financial, communications and other business services"	24	27	up	23	up	11	up	15	up			more	remain constant	7	no		d
2	Forestry technologists and technicians	24	18	up	19	up	21	up	1	up	27	up	more	increase	8	no		d
2	"Operators and attendants in amusement, recreation and sport"	24	2	up	22	up	4	up					same	increase	7	no		d
2	Lawyers and Quebec notaries	24	15	down	7	up	25	up	27	up			same	remain constant	8	no		d
2	"Supervisors, petroleum, gas and chemical processing and utilities"	24	29	up	18	down	15	up	21	down			same	remain constant	7	no		d
2	"Labourers in food, beverage and associated products processing"	24	1	down	18	down	27	down					fewer	decrease	9	no		d
2	Plastics processing machine operators	24	1	down	5	down	18	down					fewer	decrease	7	no		d
