workshop.number	noc	participant.id	trend.1	effect.1	trend.2	effect.2	trend.3	effect.3	trend.4	effect.4	trend.5	effect.5	absolute	share	comfort	missing.q	add.notes
4	Instructors of persons with disabilities	15	13	up	2	up	8	up	Wide participation in workforce	up			more	increase	9		
4	"Labourers in food, beverage and associated products processing"	15	Automation	down	Local-vores	up	Food miles	down					fewer	decrease	10		
4	Medical administrative assistants	15	more old people	up	2	down	25	down					same	decrease	5		
4	"Operators and attendants in amusement, recreation and sport"	15	need to be in nature	up	stress	up	community building	up					more	increase	10		
4	Painters and decorators (except interior decorators)	15	22	up	23	up	19	up					more	remain constant	10		
4	Plastics processing machine operators	15	18	down	5	down							fewer	decrease	10		
4	"Senior managers - financial, communications and other business services"	15	6	up	26	up							fewer	decrease	2		
4	"Supervisors, petroleum, gas and chemical processing and utilities"	15	1	down	18	up							same	remain constant	6		
4	Underground production and development miners	15	1	down	18	up	2	down	21	none	Industry desirability	down	same	remain constant	7		
4	Accommodation service managers	16	1	down	2	down	11	down	13	down	27	up	same	remain constant	6		
4	Accounting technicians and bookkeepers	16	1	down	3	down	13	down	28	up			fewer	decrease	8		
4	Chefs	16	29	up	28	up	31	up	11	down	15	up	more	increase	8		
4	Computer network technicians	16	1	down	27	up	28	up	3	down	Cloud	down	fewer	decrease	6		
4	Court clerks	16	1	down	4	down	27	up	25	up	18	up	same	remain constant	6		
4	Electrical mechanics	16	2	up	1	down	18	up	27	up			more	increase	7		
4	Financial managers	16	1	down	3	down	26	down					fewer	decrease	7		
4	Forestry technologists and technicians	16	19	up	27	down	22	up	31	up	26	down	more	remain constant	7		
4	Furniture and fixture assemblers and inspectors	16	1	down	8	down	11	down	5	down	27	up	fewer	decrease	8		
4	Graphic designers and illustrators	16	17	up	11	down	5	up	1	down	2	up	same	remain constant	6		
4	Industrial and manufacturing engineers	16	1	down	11	down	2	up	18	up	19	up	same	remain constant	6		
4	Instructors of persons with disabilities	16	13	up	2	up	8	down	30	up			more	increase	6		
4	"Labourers in food, beverage and associated products processing"	16	1	down	8	down	18	down	6	both	26	down	fewer	decrease	6		
4	Medical administrative assistants	16	1	down	2	down	8	up	13	up	14	up	same	remain constant	6		
4	"Operators and attendants in amusement, recreation and sport"	16	18	down	19	down	16	up	14	up			same	remain constant	6		
4	Painters and decorators (except interior decorators)	16	8	down	Digital projecting	down	1	down					fewer	decrease	7		
4	Plastics processing machine operators	16	1	down	8	down	policy - de - plasticization	down	26	down			fewer	decrease	8		
4	"Senior managers - financial, communications and other business services"	16	1	down	13	down	24	up	31	up	2	up	more	remain constant	7		
4	"Supervisors, petroleum, gas and chemical processing and utilities"	16	2	up	8	up	18	down	21	down			same	remain constant	7		
4	Underground production and development miners	16	1	down	2	up	8	up	18	up	27	up	more	increase	7		
4	Accommodation service managers	17	airbnb and sharing economy	down	16	up	more global economy	up	more tourism	up	population	up	more	remain constant	8		"additional trends: 4 - up, climate change - down"
4	Accounting technicians and bookkeepers	17	automation	down	more data entry	up	privacy - data	down					fewer	decrease	8		
4	Chefs	17	aging demographics	down	food fads	up	experiential economy	up					more	remain constant	8		
4	Computer network technicians	17	Broadband demand	up	Population growth	up	Tech innovation	up	Regulation-market	up			more	increase	8		
4	Court clerks	17	inequality equals increased crime	up	automation	down	more regulation	up	population	up			more	remain constant	7		
4	Electrical mechanics	17	population	up	integrated production	down	political tensions	up					more	remain constant	6		
4	Financial managers	17	Automation	down	Aging demographic	up	Gig economy	down					more	remain constant	6		
4	Forestry technologists and technicians	17	19 -  climate change	down	automation of tasks	down	trade tariffs	down	27	none			fewer	decrease	9		
4	Furniture and fixture assemblers and inspectors	17	More consumption - renos	up	Automation	down	Upcycling	down	DIY assembly	down			fewer	decrease	6		
4	Graphic designers and illustrators	17	Automation-tech software on phone	down	Demand for visuals	up	12	up	29	up			more	increase	8		
4	Industrial and manufacturing engineers	17	Aging demographic	both	1	down	Population	up	Creativity	up			more	increase	6		
4	Instructors of persons with disabilities	17	Broader definition of disabilities	up	Aging demographic	up	2	up					more	increase	8		
4	"Labourers in food, beverage and associated products processing"	17	More demand for prepared food	up	Population	up	Automation	down					same	remain constant	4		
4	Medical administrative assistants	17	population	up	IT interfaces don't align need people to figure out files	up	aging = healthcare increase	up					more	remain constant	6		
4	"Operators and attendants in amusement, recreation and sport"	17	more tourism/ leisure	up	climate change	down	automation	down	16	up	13	up	more	remain constant	7		
4	Painters and decorators (except interior decorators)	17	Housing pressure - renting renovations	up	Construction plateau	down	Population growth	up					more	remain constant	7		
4	Plastics processing machine operators	17	automation	down	population - consumption	up	regulation on plastic production	down					fewer	remain constant	10		
4	"Senior managers - financial, communications and other business services"	17	13	up	23	up	1	up					more	increase	8		
4	"Supervisors, petroleum, gas and chemical processing and utilities"	17	automation - monitoring	down	more waste management from more production and consumption	up							fewer	decrease	9		
4	Underground production and development miners	17	automation	down	population - demand	up	environmental assesment	down					fewer	decrease	7		
4	Accommodation service managers	18	4	up	23	down	19	down	staff resources	down			same	decrease	4		
4	Accounting technicians and bookkeepers	18	complexities of funders	up	complexities of operations	up							more	increase	6		
4	Chefs	18	23	down	16	up	29	up					more	increase	7		
4	Computer network technicians	18	1	down	2	down	11	down					fewer	decrease	6		
4	Court clerks	18	1	down	2	down	7	down	25	up			same	decrease	5		
4	Electrical mechanics	18	increasing reliance on technology	up									more	increase	6		
4	Financial managers	18	1	down	29	up	17	up	15	up	30	down	same	decrease	4		
4	Forestry technologists and technicians	18	18	up	19	up	21	up	30	up	22	up	more	decrease	6		
4	Furniture and fixture assemblers and inspectors	18	23	down									fewer	decrease	5		
4	Graphic designers and illustrators	18	Canadian dollar	up	12	up	11	down					more	increase	6		
4	Industrial and manufacturing engineers	18	1	up	28	up	16	up	21	up	18	up	more	increase	7		
4	Instructors of persons with disabilities	18	Aging population	up	30	up	2	down	8	down			same	decrease	4		
4	"Labourers in food, beverage and associated products processing"	18	Automation	down	Long work hours	up							same	decrease	4		
4	Medical administrative assistants	18	1	down	tech applications	down	25	down	7	down			fewer	decrease	6		
4	"Operators and attendants in amusement, recreation and sport"	18	14	up	4	up	16	up	23	down			more	increase	6		
4	Painters and decorators (except interior decorators)	18	20	up	BC = desirable location	up							more	increase	7		
4	Plastics processing machine operators	18	5	down	automation	down 							fewer	decrease	5		
4	"Senior managers - financial, communications and other business services"	18	13	up	15	up	16	up	24	up	29	up	same	remain constant	5		
4	"Supervisors, petroleum, gas and chemical processing and utilities"	18	1	down	automation	down							same	decrease	5		
4	Underground production and development miners	18	automation	down	1	down							fewer	decrease	6		
4	Accommodation service managers	19	2	down	27	up	1	down	remote work	down	16	up	fewer	increase			
4	Accounting technicians and bookkeepers	19	gigeconomy	up	outsourcing	down	desire for little interaction	up	25	down	3	down	same	remain constant	8		
4	Chefs	19	16	up	Increased immigration	up	22	up	23	down			more	increase	8		
4	Computer network technicians	19	18	down	1	down	Globalization	up	6	down	Privacy law	up	fewer	increase	8		
4	Court clerks	19	14	up	automation	down	rise of security state	up					fewer	remain constant	6		
4	Electrical mechanics	19	circular economy	up	18	up	28	up	6	down			more	increase	9		
4	Financial managers	19	3	down	8	down	low/slow growth economy	down					fewer	decrease	8		
4	Forestry technologists and technicians	19	27	down	5	down	19	down	1	down	environmental change	up	fewer	remain constant	7		
4	Furniture and fixture assemblers and inspectors	19	Globalization	down	Remote work	up	18	down	Maker movement 	up			more	increase	9		
4	Graphic designers and illustrators	19	28	up	29	up	12	up	Gig economy	up			more	increase	10		
4	Industrial and manufacturing engineers	19	1	down	5	up	11	down	17	both	18	down	same	remain constant	9		
4	Instructors of persons with disabilities	19	8	down	Aging population	up	1	down					same	decrease	7		
4	"Labourers in food, beverage and associated products processing"	19	Craft/ maker movement	up	1	down	Local economies	up					more	increase	9		
4	Medical administrative assistants	19	1	down	8	both	16	up	aging population	up			more	decrease	8		
4	"Operators and attendants in amusement, recreation and sport"	19	22	up	8	both	16	up					more	increase	9		
4	Painters and decorators (except interior decorators)	19	Population increase	up	1	down							same	remain constant	7		
4	Plastics processing machine operators	19	1	down	18	down	circular economy	down	5	down			fewer	decrease	8		
4	"Senior managers - financial, communications and other business services"	19	"Globalization, consolidation"	both	1	up	24	both	28	up	26	down	same	decrease	6		
4	"Supervisors, petroleum, gas and chemical processing and utilities"	19	aging 	up	18	down	population increase	up					more	remain constant	7		
4	Underground production and development miners	19	2	both	1	down	18	down	21	down	rise of circular + recycling	down	fewer	decrease	10		
